Text,Language
"Genesis <lbl>21:13</lbl> 	At anti naman king anak na ning ipus a babai gawa kung metung a bansa, uling bini me.",Kapampangan
"Genesis <lbl>21:14</lbl> 	At i Abraham mibangun yang maranun pangaabak, at kinanua yang tinape at metung a boting danum, at binie na kang Agar, pepapusan na king keang pago, at binie ne kea ing anak, at pepalakuan ne: at meko ya, at luyunluyun ya king ilang na ning Beer-seba.",Kapampangan
"Genesis <lbl>21:15</lbl> 	At mimin ing danum king boti, at inugse ne ing anak king lalam ning metung a mababang tanaman.",Kapampangan
"Genesis <lbl>21:16</lbl> 	At meko ya, at migluklukan ya king tulid na, a ing dayu na anti mo ing metung a bugnus king pana: uling sinabi na, E mu paintulut a akit ku ing kamatayan ning anak.",Kapampangan
"Genesis <lbl>21:17</lbl> 	At dimdam na ning Dios ing siwala na ning anak; at ing angel na ning Dios inaus ne i Agar menibat banua, at sinabi na kea, Ninanu ka, Agar?",Kapampangan
E ka tatakut; uling ing Dios dimdam na ing siwala na ning anak king keang pangabili.,Kapampangan
"Genesis <lbl>21:18</lbl> 	Talakad ka, ibuat me ing anak, at sakluluan me karing gamat mu; uling ya gawan keng metung a maragul a bansa.",Kapampangan
"Genesis <lbl>21:19</lbl> 	At ing Dios biklat no ding mata na, at mekakit yang metung a talaga ning danum; at mine ya, at kitmuan ne ing boti king danum, at pepainum ne ing anak.",Kapampangan
"Genesis <lbl>21:20</lbl> 	At ing Dios minantabe ya king anak, at dinagul ya; at menuknangan ya king ilang at meguing, kabang ya daragul ya, metung a mamana.",Kapampangan
Genesis <lbl>21:21</lbl> 	At menuknangan ya king ilang na ning Paran: at i indu na kinua neng asawa na ibat king labuad na ning Egipto.,Kapampangan
"Genesis <lbl>21:23</lbl> 	Ngeni pin isumpa mu kaku keti alangalang king Dios a e ka magtaksil kanaku, aguiang king kakung anak, aguiang karing anak da ding kakung anak: nung e agpang king mayubung pilubluban a depatan ku keka, makanian ing daptan mu kanaku, at king labuad a panaliwan mung balayan.",Kapampangan
"Genesis<lbl> 21:24</lbl> 	At mekibat ya i Abraham, Susumpa ku.",Kapampangan
"Genesis <lbl>21:25</lbl> 	At i Abraham pengamanuan ne i Abimelek king uli na ning talagang danum, a leko rang bigla ding ipus nang Abimelek.",Kapampangan
"Genesis <lbl>21:26</lbl> 	At sinabi nang Abimelek, E ku balu nung ninung dinapat kaniting bague: ni e mu naman asabi kanaku, ni e ku naman dimdam iti, nung e mu ngeni.",Kapampangan
"Genesis <lbl>21:27</lbl> 	At i Abraham kinanua yang tupa at baka, at binie no kang Abimelek; at ilang adua guinawa lang metung a tipan.",Kapampangan
Genesis <lbl>21:28</lbl> 	At i Abraham mibili yang makabukud king kawan pitung biserung tupang babai.,Kapampangan
"Genesis <lbl>21:29</lbl> 	At sinabi nang Abimelek kang Abraham, Nanung kabaldugan da deang pitung biserung tupang babai a binili mung makabukud?",Kapampangan
"Genesis <lbl>21:30</lbl> 	At sinabi na, Deting pitung biserung tupang babaing deti kuanan mo king gamat ku, bang maguing patutu la kanaku, king aku ing kinulkul king talagang iti.",Kapampangan
Genesis <lbl>21:31</lbl> 	King uli niti ing karinan a ita inaus neng Beer-Seba; uling karin la sinumpang adua.,Kapampangan
"Genesis <lbl>21:32</lbl> 	Makanian lang guinawang tipan king Beer-Seba: at pesitalakad la i Abimelek, at i Fikol a capitan king keang ejercito, at mibalik la king gabun ding Filisteos.",Kapampangan
"Genesis <lbl>21:33</lbl> 	At tinanam ya i Abraham metung a dutung a tamariz king Beer-Seba, at inaus ne karin ing laguiu nang GUINU, ing Dios a alang angga.",Kapampangan
Genesis <lbl>21:34</lbl> 	At menuknangan ya i Abraham king gabun ding Filisteos dakal a aldo.,Kapampangan
"Genesis <lbl>22:1</lbl> 	At milyari kaibat na ning bague a iti, pigsubukan ne ning Dios i Abraham, at sinabi na kea, Abraham; at ya sinabi na, Ati ku keni.",Kapampangan
"Genesis <lbl>22:2</lbl> 	At sinabi na, Kuanan me ngeni ing anak mu, ing bugtung mung anak, a Isaac, a pakamalan mu, at ume ka king gabun na ning Moria; at idaun me karin anting ain a durulukan babo ning metung karing bunduk a sabian ku keka.",Kapampangan
"Genesis <lbl>22:3</lbl> 	At i Abraham mibangun yang maranun pangaabak, at dininan neng sia ing keang asno, at mituki yang adua karing keang kayanakan a lalaki at i Isaac a keang anak; at kinutud yang dutung dikil king ain a durulukan, at tinalakad ya, at mine ya king karinan a sinabi na kea ning Dios.",Kapampangan
"Genesis <lbl>22:4</lbl> 	King katlung aldo tinas nong Abraham ding mata na, at ikit na ing karinan king marayu.",Kapampangan
"Genesis <lbl>22:5</lbl> 	At i Abraham sinabi na karing keang kayanakan a lalaki, Manaya ko keti pati na ing asno, at aku at ing anak ume ke karin; at samba kami, at balikan dakayu.",Kapampangan
"Genesis <lbl>22:6</lbl> 	At kinua neng Abraham ing dutung king ain a durulukan, at pepapusan ne kang Isaac a anak na; at ya dela na king keang gamat ing api at ing sundang; at linakad lang miabe ding adua.",Kapampangan
"Genesis <lbl>22:7</lbl> 	At sinabi nang Isaac kang Abraham a ibpa na, at ngana, Ibpa ku: at ya sinabi na, Ati ku keni, anak ku.",Kapampangan
"At ya sinabi na, Oini, ing api at ing dutung: dapot nuya karin ing biserung tupa dikil king ain a durulukan?",Kapampangan
"Genesis <lbl>22:8</lbl> 	At sinabi nang Abraham, Ing Dios isadia ne ing biserung tupa dikil king ain a durulukan, anak ku: inya ila melaus lang adua.",Kapampangan
"Genesis <lbl>22:9</lbl> 	At miras la king karinan a sinabi na kea ning Dios; at i Abraham telakad ne karin ing altar, at selese na ing dutung, at guinapus ne i Isaac a keang anak, at binili ne king babo ning altar, babo na ning dutung.",Kapampangan
"Genesis <lbl>22:10</lbl> 	At inatyat neng Abraham ing gamat na, at kinua ne ing sundang baneng paten ing anak na.",Kapampangan
"Genesis <lbl>22:11</lbl> 	At ing angel nang GUINU inaus neng menibat banua, at sinabi na, Abraham, Abraham: at ya sinabi na, Ati ku keni.",Kapampangan
"Genesis <lbl>22:12</lbl> 	At sinabi na, E me bibili ing gamat mu king anak, ni ala kang daraptan nanuman kea; uling ngeni balu ku king tatakut ka king Dios, anti ning ikit ku ing e me pin pigkait kanaku ing anak mu, a kekang anak a bugtung.",Kapampangan
"Genesis <lbl>22:13</lbl> 	At tinas nong Abraham ding mata na, at linawe ya, at, oini, ing metung a tupang lalaki king keang gugulatan makasilu la king laput ding keang sagu: at mine ya i Abraham at kinua ne ing tupang lalaki, at dinaun neng ain a durulukan a kalili na ning keang anak.",Kapampangan
"Genesis <lbl>22:14</lbl> 	At ing inaus nang Abraham king laguiu na ning karinan a ita GUINU-JIREH: anti mo ing kasebian angga king aldo ngeni, King bunduk nang GUINU misadia ya.",Kapampangan
Genesis <lbl>22:18</lbl> 	At king kekang bini mipanuanan la ding anggang bansa keti king labuad; uling pemintuan mu ing siwala ku.,Kapampangan
"Genesis <lbl>22:22</lbl> 	I Chesed, at i Hazp, at i Pildas, at i Tidlaf at i Betuel.",Kapampangan
"Genesis <lbl>22:23</lbl> 	At i Betuel ayanak ne i Rebeca: deting walung deti ayanak nong Milca kang Nacor, a kapatad nang Abraham.",Kapampangan
"Genesis <lbl>22:24</lbl> 	At ing keang babai, a mayayaus Reuma, penganak naya naman i Teba, at i Gaham, at i Tahas, at i Maaka.",Kapampangan
Genesis <lbl>23:1</lbl> 	At ing meguing bie nang Sara dinalan aduangpulu at pitung banua: deti ilang meguing banua na ning bie nang Sara.,Kapampangan
"Genesis <lbl>23:2</lbl> 	At mete ya i Sara karin king Kiriatarba (a iti ing Hebron), king gabun na ning Canaan: at dinatang ya i Abraham bang pagpaldasan ne i Sara at manangis dikil kea.",Kapampangan
"Genesis <lbl>23:4</lbl> 	Aku tau ku king aliwang labuad at manaliwang balayan a kayabe yu: dinan yukung metung a kutkutan a bandian kung kayabe yu, bang pikutkutan ku king kakung mete a mipanpan ya king panimanman ku.",Kapampangan
"Genesis <lbl>23:6</lbl> 	Pakiramdaman mu kami, guinu ku; metung kang principi ning Dios king libutad mi: ing lalung mayap karing kekaming pikutkutan ikutkut me ing kekang mete; ala ninumang mitanggui king kutkutan na keka, bang ikutkut me ing kekang mete.",Kapampangan
"Genesis <lbl>23:7</lbl> 	At i Abraham tinalakad ya, at dinuku ya king balayan ning labuad, karing anak nang Het.",Kapampangan
"Genesis <lbl>23:9</lbl> 	Baneng ibie kanaku ing lukib na ning Macpela, a pibandian na, a atiu king angganan na ning keang marangle; king ganap a alaga ibie ne kanaku bang maguing pibandian a pikutkutan king libutad yu.",Kapampangan
"Genesis <lbl>23:11</lbl> 	Ali, guinu ku, pakiramdaman muku: ibabie ke keka ing marangle, at ing lukib a atiu karin, ibabie kea naman keka: king arapan da ding anak na ning kanakung balayan ibabie ku keka: ikutkut me ing kekang mete.",Kapampangan
Genesis <lbl>23:12</lbl> 	At i Abraham dinuku ya king arapan na ning balayan king labuad a ita.,Kapampangan
"Genesis <lbl>23:13</lbl> 	At miniabi ya kang Efron king kapulungan na ning balayan niting labuad, ngana, Dapot ipagamuamu ku keka, nung bisa ka, pakiramdaman muku: aku ibie ku ing alaga ning marangle; tanggapan mo kanaku, at ikutkut ke karin ing kakung mete.",Kapampangan
"Genesis <lbl>23:15</lbl> 	Guinu ku, pakiramdaman muku: ing alaga na ning kapirasung gabun apat a dalan a siclong pilak, nuno anti reti kaku at keka?",Kapampangan
ikutkut me pin ing kekang mete.,Kapampangan
"Genesis <lbl>23:16</lbl> 	At pekiramdaman neng Abraham i Efron; at tinimbang nong Abraham kang Efron ding salaping sinabi na king arapan da ding anak nang Het, apat a dalan a siclong pilak, piugalian dang salapi ding mangalakal.",Kapampangan
"Genesis <lbl>23:18</lbl> 	Kang Abraham ing pangabandi king arapan da ding anak nang Het, king arapan da ding anggang linub king pasbul ning keang ciudad.",Kapampangan
"Genesis <lbl>23:19</lbl> 	At kaibat na niti, kitkut neng Abraham i Sarang asawa na king lukib na ning marangle ning Macpela king tulid ning Mamre (ya ing Ebron), king gabun na ning Canaan.",Kapampangan
"Genesis <lbl>23:20</lbl> 	At ing marangle at ing lukib a atiu karin, tinibe ra kang Abraham ding anak nang Het, pibandian a kutkutan na.",Kapampangan
"Genesis <lbl>24:1</lbl> 	At i Abraham matua ne, at lipas ne king panaun: at pepanuanan neng GUINU i Abraham king sablang bague.",Kapampangan
"Genesis <lbl>24:2</lbl> 	At sinabi nang Abraham king keang ipus, ing peka-matua king keang bale, a manibala king sablang kayatinan na, Ibili me, pagamuamu ku keka, ing kekang gamat king lalam na ning kakung puad.",Kapampangan
"Genesis <lbl>24:4</lbl> 	Dapot ume ka king kakung balen, at karing kakung kamaganakan, at ikua meng asawa ing anak kung Isaac.",Kapampangan
"Genesis <lbl>24:5</lbl> 	At ing ipus mekibat ya kea, Nung sakali ing babai e ya mabisang tuki kanaku king labuad a iti: ibalik ke ping pasibayu ing anak mu king gabun a ibatan mo?",Kapampangan
"Genesis <lbl>24:6</lbl> 	At i Abraham sinabi na kea, Ingatan mung e ya mibalik ing anak ku karin.",Kapampangan
"Genesis <lbl>24:7</lbl> 	I GUINU, ing Dios ning banua, a kinanua kaku king bale na ning kakung ibpa, at king gabun a kakung tibuan, a miniabi kaku, a sinumpa kaku, ngana, King kekang dai ibie ku ing gabun a iti; ya itubud ne ing keang angel a mumuna keka, at ikua meng asawa na karin ing anak ku.",Kapampangan
"Genesis <lbl>24:8</lbl> 	At nung ing babai e ya bisang tuki keka, kanita mitimawa ka kaniting sumpa ku; bukud mu king ing anak ku e me pabalikan karin.",Kapampangan
"Genesis <lbl>24:9</lbl> 	At ing ipus binili ne ing gamat na king lalam nang puad Abraham a guinu na, at sinumpa ya kea tungkul king bague a iti.",Kapampangan
"Genesis <lbl>24:10</lbl> 	At ing ipus kinanua yang apulung camello, karing camello na ning keang guinu, at meko ya, daralan na ing peka-mayap king pibandian na ning keang guinu: at tinalakad ya, at mine ya king Mesapotamia, king ciudad nang Nacor.",Kapampangan
"Genesis <lbl>24:11</lbl> 	At pepasiklauran nala ding camello king lual ning ciudad siping ning talaga ning danum king gatpanapun, king oras a lulual lang sasaklung danum ding babai.",Kapampangan
"Genesis <lbl>24:12</lbl> 	At sinabi na, Oh GUINU, a Dios na ning guinu kung i Abraham, ipagamuamu ku keka, a paralan mukung mayap a kapalaran king aldo iti, at pakit kang ganaka king guinu kung i Abraham.",Kapampangan
"Genesis <lbl>24:14</lbl> 	At mapalyari sa, king ing dalaga a nung kenu ku sabian, Ikuldas me ing banga mu, pagamuamu ku keka, bakung minum; at ya sabian na sa, Minum ka, at painuman kula naman ding kekang camello: iti na sa ya ing mitalaga king kekang talasuyung i Isaac; at king uli na niti akilala ku king depatan mu ing ganaka mu king kanakung guinu.",Kapampangan
"Genesis <lbl>24:15</lbl> 	At milyari, bayu mepupus ing keang pamangamanu, king, oini, dinatang ya i Rebeca a mibait kang Betuel a anak nang Milca, a asawa nang Nacor, a kapatad nang Abraham, pupusanan ne ing keang banga king keang pago.",Kapampangan
"Genesis <lbl>24:16</lbl> 	At ing dalaga bina yang malagung lalawan, metung yang dalagang alang bakas, ni alang lalaking mekakilala pa kea: a ya dinulung ya king bukal, at kitmuan ne ing keang banga at sinaka ya.",Kapampangan
"Genesis <lbl>24:17</lbl> 	At ing ipus milai yang sinagana kea, at sinabi na, Pagamuamu ku keka, painuman mukung ditak king danum na ning banga mu.",Kapampangan
"Genesis <lbl>24:18</lbl> 	At ya sinabi na, Minum ka, guinu ku: at mirapal ya, at kildas ne ing banga na king keang gamat, at pepainuman ne.",Kapampangan
"Genesis <lbl>24:19</lbl> 	At inyang kaibat na neng pepainum, sinabi na, Isaklu kula naman ding kekang camello, angga king mayari la ngang minum.",Kapampangan
"Genesis <lbl>24:20</lbl> 	At migmalagawa ya, at bilus ne ing keang banga king pipainuman, at milaing pasibayu king talaga bang saklu, at sinaklu ya dikil karing anggang camello na.",Kapampangan
"Genesis <lbl>24:21</lbl> 	At ing tau linawe neng maratna, at ala yang bulad, banang abalu nung i GUINU pepagwaguian na ing keang lakad o ali na.",Kapampangan
"Genesis <lbl>24:23</lbl> 	At sinabi na, Kaninu ka anak?",Kapampangan
"Pagamuamu ku keka, sabian mu kanaku.",Kapampangan
Atin keng silid king bale nang ibpa mu a apaglayunanan?,Kapampangan
"Genesis <lbl>24:24</lbl> 	At ya sinabi na kea, Anak nakung Betuel a anak nang Milca, a iti ayanak ne kang Nacor.",Kapampangan
"Genesis <lbl>24:25</lbl> 	At sinabi na pa kea, Makanian mu naman atin keng are at dakal a pamangan, at karinan a paglayunanan.",Kapampangan
"Genesis <lbl>24:26</lbl> 	At ing lalaki diku ne ing buntuk na, at sinamba ya kang GUINU.",Kapampangan
"Genesis <lbl>24:27</lbl> 	At sinabi na, Purian ya i GUINU, ing Dios na ning kakung guinung i Abraham, a e na kewani ing keang pakalulu at ing keang pamagtapat king kakung guinu: anti mo aku, pitnubayan nakung GUINU king dalan angga king bale ra ding kapatad na ning guinu ku.",Kapampangan
"Genesis <lbl>24:28</lbl> 	At ing dalaga milai ya, at pepabalu na karing katubale nang indu na agpang kareting amanu.",Kapampangan
"Genesis <lbl>24:29</lbl> 	At Rebeca atin yang metung a kapatad a lalaki, a milaguiung Laban: at i Laban milai ya lual a mine king lalaki, king bukal.",Kapampangan
"Genesis <lbl>24:30</lbl> 	At milyari, pamanakit na king singsing, at karing pulcera a atiu karing gamat na ning keang kapatad, at pamanamdam na king amanu nang Rebeca a kapatad na, a sinabing, Makanian nang selita kanaku ning lalaki; king mine ya king lalaki; at, oini, makatalakad ya king siping da ding camello, king lele ning bukal.",Kapampangan
"Genesis <lbl>24:31</lbl> 	At sinabi na, Ume ka keni, pepanuanan nang GUINU; baket makatalakad ka kean lual?",Kapampangan
"uling aku sidia ke ing bale, at ing pagkarinan da ding camello.",Kapampangan
"Genesis <lbl>24:32</lbl> 	At ing lalaki mine ya king bale, at kelag no ding camello; at dininan nong are at pamangan ding camello, at danum a penuas na karing keang bitis, at karing bitis da ding taung kayabe na.",Kapampangan
"Genesis <lbl>24:33</lbl> 	At inapag da king arapan na ing pamangan: dapot ya sinabi na, E ku mangan, anggang e ku asabi ing tubud kanaku.",Kapampangan
"At ya sinabi na, Sabian mu.",Kapampangan
"Genesis <lbl>24:34</lbl> 	At sinabi na, Aku ipus nakung Abraham.",Kapampangan
"Genesis <lbl>24:35</lbl> 	At i GUINU pepanuanan neng bina ing guinu ku; at ya peparagul ne: at dininan neng kawan a tupa at kawan a baka, at pilak at guintu, at ipus a lalaki at ipus a babai, at camello at asno.",Kapampangan
Genesis <lbl>24:36</lbl> 	At i Sara a asawa ning guinu ku menganak ya king keang ketuan metung a lalaki king kanakung guinu: a ya ing dininan na king anggang pibandian na.,Kapampangan
"Genesis <lbl>24:38</lbl> 	Dapot ume ka king bale nang ibpa ku, at kakung kamaganakan, at ikua meng asawa na ing anak ku.",Kapampangan
"Genesis <lbl>24:39</lbl> 	At aku sinabi ku king kakung guinu, Nung sakali ing babai e ya mabisang tuki kanaku.",Kapampangan
"Genesis <lbl>24:40</lbl> 	At sinabi na kanaku, i GUINU, a king keang arapan lalakad ku, itubud ne keka ing keang angel, at ipala na ing kekang lakad; at ikua meng asawa na ing anak ku karing kakung kamaganakan, at king bale nang ibpa ku.",Kapampangan
"Genesis <lbl>24:41</lbl> 	Kanita mitimawa ka king kanakung sumpa, pangaras mu karing kakung kamaganakan; at nung e re ibie keka mitimawa ka king kanakung sumpa.",Kapampangan
"Genesis <lbl>24:44</lbl> 	At sabian na kanaku, Minum ka, at isaklu ku la naman ding kekang camello: iti na sa ing babai a italaga nang GUINU king anak na ning kanakung guinu.",Kapampangan
"Genesis <lbl>24:45</lbl> 	At bayu ku ayaring sinabi king kakung pusu, oini, i Rebeca lulual yang pupusanan ne ing keang banga; at kinuldas ya king bukal, at sinaklu ya: at sinabi ku kea, Pagamuamu ku keka painuman muku.",Kapampangan
"Genesis <lbl>24:46</lbl> 	At migmalagua ya, at kildas ne ing banga na king keang pago, at sinabi na, Minum ka, at ding camello mu painuman kula naman: inya minum ku, at pepainuman nala naman ding camello.",Kapampangan
"Genesis <lbl>24:47</lbl> 	At kitnan ke, at sinabi ku, Kaninu ka anak?",Kapampangan
"At ya sinabi na, Anak nakung Betuel, a anak nang Nacor, a penganak na kang Milca: at binili ke ing metung a singsing king keang arung at ding pulcera karing keang gamat.",Kapampangan
"Genesis <lbl>24:48</lbl> 	At diku ke ing bunduk ku, at sinamba ku kang GUINU, at pinuri ke i GUINU, ing Dios na ning kakung guinung i Abraham, a minantabe kanaku king dalan a matulid bakeng kuanan ing anak nang babai ning kapatad na ning guinu ku a maguing asawa na ning keang anak.",Kapampangan
"Genesis <lbl>24:49</lbl> 	At ngeni nung ikayu dapat kong ganaka at katapatan king kanakung guinu, sabian yu kanaku: at kung ali, sabian yu kanaku; banakung magpildis king wanan, o king kaili.",Kapampangan
"Genesis <lbl>24:50</lbl> 	Kanita i Laban at i Betuel mekibat la at sinabi ra, Kang GUINU menibat iti: ikami e ke makasabi keka king marawak o king mayap.",Kapampangan
"Genesis <lbl>24:51</lbl> 	Oini, i Rebeca atiu king arapan mu, kuanan me, at mako ka, at maguing asawa ne ning anak na ning guinu mu.",Kapampangan
"Genesis <lbl>24:52</lbl> 	At milyari, king, inyang damdaman na ning ipus nang Abraham ing karelang amanu, migsakab ya king labuad king arapan nang GUINU.",Kapampangan
"Genesis <lbl>24:53</lbl> 	At ing ipus migdala yang iyas a pilak at iyas a guintu, at imalan, at binie na kang Rebeca: makanian mu naman dininan neng maulagang bague ing kapatad nang lalaki at i indu na.",Kapampangan
"Genesis <lbl>24:54</lbl> 	At mengan la at mininum, ya at ding lalaking kayabe na, at menatili lang kebukas; at pesibangun la pangaabak, at keang sinabi, Tuburan yuku king kakung guinu.",Kapampangan
"Genesis <lbl>24:55</lbl> 	At miniabi ya ing kapatad na at i indu na, Paburen mung manuknangan ya pamu ing dalaga kekami maapulung aldo; at kaibat ume ya karin.",Kapampangan
"Genesis <lbl>24:56</lbl> 	At ya sinabi na karela, E yuku babalam, anti ning i GUINU pinala na ing lakad ku; itubud yu na ku banakung ume king kakung guinu.",Kapampangan
"Genesis <lbl>24:57</lbl> 	At ila sinabi ra, Ausan miya ing dalaga, at kutnan miya.",Kapampangan
"Genesis 24:58 	At inaus de i Rebeca, at sinabi ra kea, Tuki ka king lalaking ine?",Kapampangan
"At ya mekibat ya, tuki ku.",Kapampangan
"Genesis <lbl>24:59</lbl> 	At pepaburean da neng tinuki i Rebeca a kapatad da, at ing babaing meningat kea, at ing ipus nang Abraham, at ding keang tau.",Kapampangan
"Genesis <lbl>24:60</lbl> 	At pepanuanan de i Rebeca, at sinabi ra kea, Kapatad mi, maguing indu raka ding libulibu, at akamtan na ning kekang bini ing pasbul da ding keang salang.",Kapampangan
"Genesis <lbl>24:61</lbl> 	At i Rebeca tinalakad ya, at ding keang dalaga, at sinake la karing camello, at tinuki la king lalaki: at ing ipus dela ne i Rebeca, at meko la.",Kapampangan
Genesis <lbl>24:62</lbl> 	At i Isaac menibatan ya king dalan a Beer-lahai-roi; uling tutuknang ya king gabun king Mauli.,Kapampangan
"Genesis <lbl>24:63</lbl> 	At i Isaac linual ya king marangle bang manalangin king oras na ning gatpanapun: at inatna no ding mata na, at ikit na, at, oini, ating camellong daratang.",Kapampangan
"Genesis <lbl>24:64</lbl> 	At i Rebeca inatna na no man ding mata na, at inyang ikit ne i Isaac, inuldas ya king camello.",Kapampangan
"Genesis <lbl>24:65</lbl> 	At sinabi na king ipus, Ninu iting lalaking lalakad king marangle a sasagana kekatamu?",Kapampangan
"At ing ipus sinabi na, Iti ing guinu ku: at kinua ne ing keang talikbung, at migtalikbung ya.",Kapampangan
Genesis <lbl>24:66</lbl> 	At ing ipus selese na kang Isaac ing keganaganang bague a depatan na.,Kapampangan
"Genesis <lbl>24:67</lbl> 	At dela neng Isaac king kubu nang indu na a i Sara, at kinua ne i Rebeca, at meguing asawa ne; at liguran ne: at mipatulan ya i Isaac pangamate nang indu na.",Kapampangan
"Genesis <lbl>25:1</lbl> 	At i Abraham mekiasawa yang aliwa, at ing laguiu na Ketura.",Kapampangan
"Genesis <lbl>25:2</lbl> 	At penganak ne kea i Zimram, at i Joksan, at i Medan, at i Midian, at i Isbak, at i Suah.",Kapampangan
"Genesis <lbl>25:3</lbl> 	At i Joksan ayanak ne i Seba, at i Dedan.",Kapampangan
"At ding anak nang Dedan ila ri Asurim, at Letusim, at Leumin.",Kapampangan
"Genesis <lbl>25:4</lbl> 	At ding anak nang Midiam; i Efa, at i Efer, at i Hanoc, at i Abida, at i Eldaa.",Kapampangan
At deti ila ding anak nang Ketura.,Kapampangan
Genesis <lbl>25:5</lbl> 	At i Abraham binie na ngan ing anggang kayatinan na kang Isaac.,Kapampangan
"Genesis <lbl>25:6</lbl> 	Dapot karing anak na karing babai nang Abraham, dininan nong pagkalub Abraham; at mabie ya pa, pepalakuan na no kang Isaac a anak na, nangan king aslagan, king karinan king aslagan.",Kapampangan
"Genesis <lbl>25:7</lbl> 	At deti ilang meguing aldo na ning keang kabiayan king bie nang Abraham, dinalan pitungpulu at limang banua.",Kapampangan
"Genesis <lbl>25:8</lbl> 	At mepatad ing inawa nang Abraham, at mete ya king ganap a tua, metung a matuang lalaki, at mitmu karing banua, at miagum ya king keang balayan.",Kapampangan
"Genesis <lbl>25:10</lbl> 	Ing marangle a seli nang Abraham karing anak nang Het: karin ya mikutkut i Abraham, at i Sarang keang asawa.",Kapampangan
"Genesis <lbl>25:11</lbl> 	At milyari kaibat ning pangamate nang Abraham, a pepanuanan ne ning Dios i Isaac a anak na: at menuknangan ya i Isaac king siping ning Beer-lahai-roi.",Kapampangan
"Genesis <lbl>25:16</lbl> 	Deti ila ding anak nang Ismael, at deti ding laguiu ra, agpang karing karelang nayun at agpang karing karelang pipagsantungan; labingaduang principes agpang karing karelang bansa.",Kapampangan
"Genesis <lbl>25:17</lbl> 	At deti ilang meguing banua na ning bie nang Ismael, dinalan at atlungpulu at pitung banua: at mepatad ing inawa na at mete ya, at miagum ya king keang balayan.",Kapampangan
"Genesis <lbl>25:18</lbl> 	At menuknangan la manibatan king Havila angga king Shur a atiu king tulid ning Egipto, nung mame ka nangan Asiria: manuknangan ya king tulid da ding keang kapatad.",Kapampangan
"Genesis <lbl>25:20</lbl> 	At i Isaac apat neng pulung banua inyang kinua ne i Rebeca, a anak nang Betuel a tau Siria king Padan-aram, a kapatad nang babaing Laban a tau king Siria, ban maguing asawa na.",Kapampangan
"Genesis <lbl>25:21</lbl> 	At menalangin ya i Isaac kang GUINU tungkul king keang asawa, uling baug ya: at pekiramdaman neng GUINU, at kinagli ya i Rebecang asawa na.",Kapampangan
"Genesis <lbl>25:22</lbl> 	At mipapate la ding anak a atiu kilub na; at sinabi na, Nung makanian, baket mabibie ku pa?",Kapampangan
At mine ya ban ikutang na kang GUINU.,Kapampangan
"Genesis <lbl>25:23</lbl> 	At sinabi nang GUINU kea, Adua lang bansa ding atiu king kekang atian, At adua lang balayan ding pikawanian a manibatan king kekang kilub: At ing metung a balayan maguing labis ya sikanan king metung a balayan; At ing matua sumuyu ya king wali.",Kapampangan
"Genesis <lbl>25:24</lbl> 	At inyang matupad ing aldo na ning keang pamanganak, oreni, kambal la ding king keang atian.",Kapampangan
"Genesis <lbl>25:25</lbl> 	At ing minuna mibait yang malutu, ing mabilug nang katawan anti yang imalan a maki bulbul; at ing inaus da king keang laguiu Esau.",Kapampangan
"Genesis <lbl>25:26</lbl> 	At kaibat na nita linual ya ing kapatad na, at ing keang gamat makakaulya king sakung nang Esau; at pemalaguiwan neng Jacob: at i Isaac anam neng pulung banua inyang mibait la deti.",Kapampangan
"Genesis <lbl>25:27</lbl> 	At dinagul la ding anak lalaki: at i Esau meguing biasa ya king pamangasu, lalaki yang manuknangan king marangle; at i Jacob lalaki yang tajimik, a manuknangan karing kubu.",Kapampangan
"Genesis <lbl>25:28</lbl> 	Ngeni kaluguran neng Isaac i Esau, uling mamangan ya karing keang pengasuan: at i Rebeca kaluguran ne i Jacob.",Kapampangan
"Genesis <lbl>25:30</lbl> 	At sinabi nang Esau kang Jacob, Pagamuamu ku keka pakanan mu ku, kaniting kalutu a malutu; uling bina kung mapagal: uli na niti meaus ing keang laguiu Edom.",Kapampangan
"Genesis <lbl>25:31</lbl> 	At i Jacob sinabi na, Pisali mu pa kanaku ing kekang pangapangane.",Kapampangan
"Genesis <lbl>25:32</lbl> 	At sinabi nang Esau, Oini, mamamate na ku: at nanung pakinabang ing arapat na kanaku ning pangapangane?",Kapampangan
"Genesis <lbl>25:33</lbl> 	At sinabi nang Jacob, Isumpa mu pa kaku; at ya sinampa na kea: at pisali na kang Jacob ing keang pangapangane.",Kapampangan
"Genesis <lbl>25:34</lbl> 	At i Jacob dininan ne i Esau tinape at lutung gule; at ya mengan ya at mininum, at tinalakad ya, at meko ya; mankanian nang guewang alang ulagang Esau ing keang pangapangane.",Kapampangan
"Genesis <lbl>26:1</lbl> 	At mika danup king labuad, subali king minunang danup king kayaldawan nang Abraham.",Kapampangan
"At mine ya i Isaac kang Abimelek a ari ra ding Filisteos, king Gerar.",Kapampangan
"Genesis <lbl>26:5</lbl> 	Uli ning i Abraham pemintuan na ing siwala ku, at tiparan na ing bilin ku, ding kakung utus, ding kakung tuntunan, at ding kakung kautusan.",Kapampangan
"Genesis <lbl>26:7</lbl> 	At ding tau king karinan a ita kitnan de tungkul king keang asawa; at ya sinabi na, Kapatad ke: uling mitakutan yang sabian na, Asawa ke; magkang, ngana, patayan daku ding tau keti king uli nang Rebeca; uling malagu yang lalawan.",Kapampangan
